34314	15.533049	0.402309	3
45511	1.315536	1.311216	1
36287	7.746612	1.381736	3
53652	5.721127	0.589397	1
65910	9.334751	0.245480	1
10626	2.210942	0.198221	2
62442	7.204614	0.400238	1
35060	3.809465	0.415603	1
36403	10.349656	0.930154	3
13071	2.519923	0.724952	2
26436	11.680700	0.537795	3
4546	2.417301	0.439677	2
70563	11.233400	0.174544	1
34278	8.025429	0.577149	3
76070	16.092108	1.266677	1
78118	15.076911	1.000847	1
15133	10.111285	0.263904	3
14458	0.285183	0.963330	2
5662	5.534682	0.001784	2
70824	12.888673	0.614975	1
31027	12.208984	1.408348	3
43927	4.503984	1.289090	1
68177	10.100894	0.265637	1
33332	8.562550	0.119926	3
33482	12.183898	1.055589	3
34174	11.789768	0.764090	3
12088	10.308120	0.895754	2
23416	4.147329	0.620083	1
31780	10.326029	1.436219	3
40902	8.722834	0.841473	3
22623	10.540190	1.587258	3
58924	5.222857	1.040097	1
15736	5.248816	0.543687	2
9702	3.426120	0.137140	2
68327	4.063951	1.039398	1
46464	10.932386	1.125924	3
21255	10.574486	0.415990	3
11563	4.665488	1.305051	2
24024	1.312654	0.758675	1
39457	2.649170	1.349018	1
25324	2.840358	0.052335	1
32770	8.832705	1.620671	3
42571	9.682080	0.008268	3
36165	11.426455	0.575592	3
74256	16.865433	1.478047	1
64503	8.646705	1.266605	1
18546	14.581691	1.242145	3
24179	9.591236	1.157748	3
9786	4.880221	0.406617	2
27678	10.515796	1.446370	3
73235	9.716288	0.733008	1
34614	10.017785	0.850935	3
10255	2.727532	0.253255	2
55007	2.152789	0.628612	1
15374	6.768410	0.832097	2
8571	0.901629	1.592743	2
51572	10.543954	1.436101	3
15493	0.000000	0.435288	2
16396	10.918873	1.636549	3
5152	0.000000	1.577292	2
9636	2.085769	0.126344	2
6382	4.744217	1.666327	2
50275	9.884154	1.101140	3
42971	4.188653	1.439613	3
22215	9.764738	0.642476	2
16560	4.553292	0.840818	2
57299	3.821830	0.331540	1
53282	5.005997	0.191301	1
10981	5.873773	0.365686	2
29586	2.686501	1.342184	1
47825	14.430165	1.159117	3
39426	11.563604	1.618516	3
74132	9.852289	0.014769	1
59704	11.510511	0.381591	3
25065	9.204326	1.040028	3
69054	13.907295	0.684289	1
9356	2.802138	1.296238	2
7923	7.366805	1.078699	2
25485	2.131769	1.106705	1
71449	11.879179	1.539857	1
47197	7.848921	1.149611	3
15623	4.667326	0.058002	2
1367	3.778124	1.189852	2
31828	9.332530	1.309804	3
26618	3.282213	0.466276	1
57469	0.319528	0.189132	1
13004	7.203770	0.608469	2
10554	0.000000	0.687819	2
56956	1.869241	0.244828	1
7554	0.150277	0.342423	2
82789	10.386432	1.168208	1
11259	0.877440	0.405661	2
24418	3.483899	0.753618	1
8178	1.803610	0.660001	2
66636	11.812531	0.921482	1
62576	5.306293	0.159223	1
59313	3.582289	1.625972	1
21277	8.359438	0.482292	3
32280	12.627492	0.926683	3
71411	12.904768	0.574673	1
42626	2.049574	1.157164	1
36700	3.307687	0.247617	1
6256	1.601161	0.226291	2
52948	4.862964	1.458269	1
36307	2.779473	0.852318	1
26635	8.707448	0.791115	3
72327	6.676817	1.467701	1
11290	2.093114	1.075893	2
31194	12.244697	0.048505	3
45762	8.598008	0.017609	3
16628	11.145260	1.595150	3
52301	3.945250	0.436345	1
43270	8.044649	0.317069	3
18005	1.147359	0.954748	2
32125	7.727184	0.576781	3
27318	10.236731	1.240836	3
7791	5.998378	0.030540	2
16334	8.394882	0.635537	3
36660	12.628211	0.475015	3
70882	15.139043	1.151667	1
8791	8.385100	1.236672	2
25435	8.094211	0.695457	3
21728	12.811566	0.889456	3
20468	3.403918	0.104786	2
78631	8.815427	1.280038	1
30060	12.558577	0.317096	3
13028	2.807446	0.681917	2
39464	11.624830	1.676124	3
73893	12.688544	1.011577	1
15141	0.000000	0.744739	2
9771	4.552517	0.973286	2
29452	4.858981	1.146436	1
5368	4.884634	1.419636	2
69598	8.992054	0.150528	1
48541	6.701250	0.217340	3
53581	2.141890	0.929579	1
80044	11.405906	1.456265	1
66467	11.248647	0.943967	1
48572	9.631488	1.402554	3
4775	0.909527	0.861561	2
11809	3.334222	0.976040	2
42571	10.131373	0.314875	3
28993	6.696290	1.263269	3
53179	11.270324	0.675669	3
4518	0.000000	0.287923	2
81489	15.523832	1.219447	1
8171	2.768471	1.204968	2
73995	15.690902	1.244689	1
43513	12.404475	1.122769	3
39927	12.951957	0.309028	3
51920	9.216461	1.463792	3
70219	12.234200	0.698410	1
18201	9.550879	1.272269	3
6306	0.762175	0.671203	2
14774	9.964892	1.307069	3
18879	0.000000	0.366669	2
67230	3.506293	1.394270	1
54685	0.014020	0.743161	1
32907	8.479567	1.012578	3
44360	8.476948	0.396890	3
40024	9.266770	0.204774	3
18260	1.432515	0.646390	2
13538	3.349768	0.017950	2
8741	3.806708	0.042437	2
11647	5.927153	0.156225	2
8996	12.662706	0.304772	3
30729	10.878645	1.594592	3
28982	11.990013	1.321024	3
13467	4.582734	0.035370	2
54232	7.902704	0.415843	1
46956	9.245830	1.541371	3
9179	2.844212	0.359817	2
13842	3.871932	1.554060	2
0	5.560183	0.526108	2
56169	1.910295	0.414266	1
42564	10.157651	0.677772	3
11322	6.281706	0.661699	2
74055	11.707510	0.715303	1
24002	10.181876	0.251076	3
26175	9.063279	0.417846	3
11828	0.000000	1.518629	2
22979	6.236057	0.974378	1
11875	1.618575	0.417238	2
66266	4.995598	1.420305	1
26864	9.398751	1.163680	3
44387	4.933063	0.626951	1
26123	8.458587	0.167353	3
74268	10.008083	0.602831	1
11647	2.749044	0.876169	2
29547	9.503558	0.856666	3
7569	3.927079	0.431672	2
85226	15.219666	0.566140	1
39528	10.229849	1.051552	3
9803	4.652749	0.186223	2
70771	10.187191	0.053500	1
38752	11.976798	1.067227	3
39465	10.266809	1.240769	3
39081	4.655317	0.402941	1
63327	4.853577	1.670147	1
11574	3.351350	1.131894	2
13466	1.409690	0.824462	2
69335	9.360686	0.506303	1
4578	2.314273	0.371238	2
62930	10.880563	1.532050	1
51541	12.651956	0.443192	3
65496	4.168076	1.273578	1
40292	10.133217	1.687831	3
38328	3.762715	1.582998	1
76266	14.523669	0.770800	1
39131	9.980636	1.682533	3
40619	12.072097	1.543889	3
11338	3.072893	0.506243	2
3225	1.385787	0.793564	2
17037	10.270335	0.979444	3
8768	0.589478	1.396191	2
46875	11.725018	0.451906	3
14404	0.000000	0.020067	2
37274	3.807091	0.125473	1
12055	8.076852	1.182330	2
15120	4.194683	1.449035	2
10938	2.719080	0.971193	2
581	6.592998	1.558643	2
68091	7.127420	0.864885	1
44474	8.698878	1.209774	3
18382	2.941681	0.186241	2
4582	1.379242	0.428369	2
29919	3.647057	0.204327	1
21198	13.782281	0.905267	3
12168	2.279078	1.654000	2
73607	12.978830	1.605354	1
31847	9.331812	1.158648	3
69541	13.604778	1.241898	1
57923	4.230489	0.453411	1
11981	2.716172	1.138264	2
23034	7.483873	0.683466	3
64830	9.867145	0.689546	1
21421	12.613137	1.047937	3
10674	4.790615	0.512457	2
12316	0.781248	1.686931	2
38499	9.480634	1.516147	3
32833	2.861061	0.723207	1
63601	8.057116	0.732305	1
12224	0.000000	0.205784	2
32517	3.629917	1.629765	1
71902	13.259727	0.115901	1
16387	1.236470	0.476593	2
33367	3.730519	1.228246	3
43451	8.007628	0.092999	3
83890	11.841500	1.064188	1
73705	15.210455	0.501543	1
35580	5.420119	0.055311	1
55700	3.527577	0.817029	1
115	0.066556	1.306881	2
14464	0.137158	1.228484	2
70639	10.045649	0.507220	1
22442	7.493008	1.317823	3
34376	10.549858	1.457449	3
42903	12.343222	1.071337	3
29329	8.101721	1.050169	3
3893	0.000000	0.072936	2
29902	6.969720	1.336800	3
50773	5.556575	0.413474	1
32806	7.967299	0.570999	3
29669	1.331595	0.193623	1
11024	4.981438	1.548556	2
29385	2.566133	1.367854	1
14366	0.000000	1.185476	2
37214	2.314571	0.809726	1
20003	1.850738	0.368185	2
26405	14.994477	1.050287	3
7140	5.563306	0.162891	2
19134	6.086675	0.230243	2
28221	3.108358	1.598884	1
65465	5.283056	1.410375	1
16021	5.038179	1.595095	2
31958	12.128682	0.465966	3
14061	6.406175	1.462625	2
67728	9.103047	0.275832	1
31536	12.302127	1.204576	3
48326	0.645514	0.366929	1
45899	9.815521	0.247839	3
29850	9.954546	0.649703	3
15626	6.126502	0.047166	2
47123	1.007449	1.151762	1
86993	17.796051	1.013660	1
13454	12.836310	1.067598	3
4894	0.000000	0.387584	2
0	5.891898	0.622304	2
35432	13.337074	1.190511	3
35771	1.503301	1.692956	1
35231	3.854422	1.236895	1
43006	2.817689	0.482232	1
14748	0.490784	1.123575	2
11164	0.000000	1.484548	2
46791	10.749162	1.376979	3
5951	0.000000	1.147347	2
61617	6.229911	0.894414	1
51567	4.632267	0.296207	1
44513	10.763919	1.359564	3
12655	4.970546	0.731487	2
16848	0.000000	1.117113	2
15241	2.650120	0.799077	2
11343	6.588159	0.252353	2
71699	10.099971	0.748997	1
45016	3.737540	0.940749	1
4210	7.337992	1.083389	2
